duration,protocol_type,service,flag,src_bytes,dst_bytes,wrong_fragment,urgent,hot,num_failed_logins,num_compromised,root_shell,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,label
35.78,tcp,ssh,SF,9296,3482,0,0,0,0,0,0,1,3,0.0,0.0,1.0,0.0,normal
0.819,tcp,http,SF,1345,1054,0,0,0,0,0,0,11,7,0.04,0.02,0.88,0.07,normal
0.863,tcp,http,SF,254,7699,0,0,0,0,0,0,9,3,0.03,0.04,0.94,0.1,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,317,12,0.99,0.1,0.16,0.19,DoS
0.854,tcp,http,SF,1776,3213,0,0,0,0,0,0,11,7,0.01,0.04,0.92,0.12,normal
48.85,tcp,telnet,SF,3571,6833,0,0,6,0,2,1,1,1,0.0,0.0,1.0,0.0,U2R
0.027,tcp,private,RSTO,3,0,0,0,0,0,0,0,148,4,0.16,0.85,0.02,0.85,Probe
0.03,tcp,finger,REJ,44,0,0,0,0,0,0,0,216,3,0.1,0.87,0.01,1.0,Probe
0.476,tcp,smtp,SF,1411,3385,0,0,0,0,0,0,8,1,0.02,0.01,0.96,0.09,normal
0.699,tcp,http,SF,285,4585,0,0,0,0,0,0,1,8,0.04,0.05,0.94,0.03,normal
53.41,tcp,ssh,SF,8646,13001,0,0,0,0,0,0,1,3,0.0,0.0,1.0,0.0,normal
0.567,tcp,http,SF,1749,422,0,0,0,0,0,0,5,8,0.01,0.01,0.95,0.07,normal
0.646,tcp,smtp,SF,1634,7092,0,0,0,0,0,0,9,9,0.01,0.02,0.93,0.02,normal
0.048,icmp,finger,RSTO,61,0,0,0,0,0,0,0,117,2,0.03,0.81,0.05,0.74,Probe
0.034,tcp,http,SF,1234,935,0,0,0,0,0,0,2,2,0.0,0.04,0.98,0.01,normal
0.899,tcp,http,SF,1437,6352,0,0,0,0,0,0,5,10,0.02,0.03,0.9,0.06,normal
0.495,tcp,http,SF,1782,7064,0,0,0,0,0,0,6,1,0.03,0.01,0.97,0.12,normal
6.04,tcp,telnet,SF,478,161,0,0,1,2,0,0,5,3,0.0,0.0,1.0,0.0,R2L
0.883,tcp,smtp,SF,917,5029,0,0,0,0,0,0,4,5,0.04,0.02,0.87,0.04,normal
0.643,tcp,http,SF,449,7430,0,0,0,0,0,0,6,1,0.04,0.04,0.9,0.08,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,353,10,0.98,0.02,0.07,0.13,DoS
1.112,tcp,dns,SF,531,8191,0,0,0,0,0,0,4,1,0.05,0.04,0.93,0.14,normal
3.79,tcp,ftp,SF,137,475,0,0,1,3,0,0,3,2,0.0,0.0,1.0,0.0,R2L
0.355,tcp,http,SF,1426,5758,0,0,0,0,0,0,6,10,0.02,0.04,0.93,0.1,normal
0.509,tcp,http,SF,1780,4498,0,0,0,0,0,0,7,8,0.04,0.04,0.85,0.1,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,301,2,0.99,0.05,0.08,0.05,DoS
0.781,tcp,http,SF,1593,2990,0,0,0,0,0,0,5,10,0.04,0.03,0.99,0.13,normal
0.037,icmp,http,REJ,77,0,0,0,0,0,0,0,208,1,0.01,0.54,0.09,1.0,Probe
0.42,tcp,dns,SF,1523,3200,0,0,0,0,0,0,1,6,0.02,0.05,0.98,0.09,normal
7.56,tcp,telnet,SF,451,431,0,0,1,5,0,0,2,1,0.0,0.0,1.0,0.0,R2L
0.88,tcp,smtp,SF,704,2221,0,0,0,0,0,0,12,9,0.01,0.04,0.94,0.1,normal
1.145,tcp,http,SF,729,5917,0,0,0,0,0,0,7,6,0.02,0.01,0.92,0.04,normal
6.71,tcp,ssh,SF,535,250,0,0,1,6,0,0,2,4,0.0,0.0,1.0,0.0,R2L
0.621,tcp,http,SF,1008,2242,0,0,0,0,0,0,12,10,0.04,0.03,0.87,0.14,normal
0.645,tcp,http,SF,316,3183,0,0,0,0,0,0,10,7,0.02,0.02,0.9,0.1,normal
9.55,tcp,telnet,SF,377,497,0,0,4,4,0,0,4,2,0.0,0.0,1.0,0.0,R2L
0.041,tcp,telnet,SF,64,0,0,0,0,0,0,0,90,1,0.08,0.9,0.03,0.73,Probe
88.58,tcp,ssh,SF,5649,14591,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,normal
30.1,tcp,telnet,SF,2911,4508,0,0,2,0,4,1,1,1,0.0,0.0,1.0,0.0,U2R
1.129,tcp,smtp,SF,962,7842,0,0,0,0,0,0,3,4,0.01,0.01,0.87,0.08,normal
7.37,tcp,ssh,SF,3253,19535,0,0,0,0,0,0,2,2,0.0,0.0,1.0,0.0,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,224,18,0.95,0.02,0.08,0.18,DoS
1.056,tcp,http,SF,340,7005,0,0,0,0,0,0,6,3,0.05,0.03,0.96,0.04,normal
0.941,tcp,http,SF,964,2843,0,0,0,0,0,0,4,7,0.0,0.03,0.95,0.1,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,259,13,0.95,0.06,0.13,0.09,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,299,18,0.89,0.09,0.12,0.13,DoS
0.738,tcp,dns,SF,1065,3266,0,0,0,0,0,0,2,2,0.01,0.04,0.86,0.13,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,222,11,0.89,0.07,0.12,0.1,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,375,17,0.92,0.01,0.18,0.15,DoS
27.12,tcp,telnet,SF,3738,3452,0,0,3,0,2,1,1,1,0.0,0.0,1.0,0.0,U2R
0.004,tcp,eco_i,SF,58,0,0,0,0,0,0,0,105,4,0.12,0.57,0.04,0.66,Probe
0.936,tcp,http,SF,996,5325,0,0,0,0,0,0,3,7,0.02,0.02,0.87,0.11,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,447,3,0.86,0.09,0.12,0.2,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,423,18,0.89,0.01,0.18,0.07,DoS
0.038,icmp,eco_i,SF,17,0,0,0,0,0,0,0,210,4,0.14,0.58,0.03,0.93,Probe
1.78,tcp,telnet,SF,478,711,0,0,3,6,0,0,5,5,0.0,0.0,1.0,0.0,R2L
1.171,tcp,dns,SF,575,5860,0,0,0,0,0,0,12,9,0.03,0.04,0.89,0.05,normal
0.667,tcp,smtp,SF,1043,3209,0,0,0,0,0,0,1,1,0.04,0.02,0.95,0.01,normal
0.026,tcp,telnet,SF,97,0,0,0,0,0,0,0,189,1,0.13,0.75,0.07,0.77,Probe
1.092,tcp,http,SF,964,2563,0,0,0,0,0,0,7,10,0.0,0.04,0.97,0.09,normal
0.009,icmp,telnet,RSTO,99,0,0,0,0,0,0,0,139,4,0.03,0.55,0.02,0.74,Probe
0.41,tcp,http,SF,978,1534,0,0,0,0,0,0,4,6,0.04,0.03,0.93,0.04,normal
0.587,tcp,dns,SF,753,693,0,0,0,0,0,0,5,5,0.01,0.03,0.91,0.11,normal
0.939,tcp,http,SF,1179,2935,0,0,0,0,0,0,3,1,0.04,0.02,0.89,0.11,normal
50.03,tcp,ssh,SF,3982,8149,0,0,0,0,0,0,3,2,0.0,0.0,1.0,0.0,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,230,17,0.91,0.06,0.2,0.13,DoS
20.8,tcp,ssh,SF,7796,26137,0,0,0,0,0,0,3,2,0.0,0.0,1.0,0.0,normal
0.153,tcp,http,SF,309,2551,0,0,0,0,0,0,11,9,0.0,0.02,0.9,0.07,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,314,7,0.93,0.05,0.16,0.15,DoS
0.476,tcp,dns,SF,700,549,0,0,0,0,0,0,7,2,0.01,0.0,0.89,0.02,normal
0.014,icmp,http,SF,71,0,0,0,0,0,0,0,109,1,0.13,0.61,0.05,1.0,Probe
0.857,tcp,http,SF,1278,2324,0,0,0,0,0,0,10,8,0.04,0.04,0.88,0.08,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,255,11,0.98,0.01,0.07,0.09,DoS
0.575,tcp,http,SF,1132,5044,0,0,0,0,0,0,6,7,0.01,0.01,0.88,0.03,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,391,2,0.94,0.03,0.09,0.16,DoS
1.067,tcp,http,SF,1344,6040,0,0,0,0,0,0,7,5,0.01,0.0,0.99,0.13,normal
0.475,tcp,http,SF,725,894,0,0,0,0,0,0,2,8,0.05,0.02,0.93,0.01,normal
0.968,tcp,smtp,SF,459,8259,0,0,0,0,0,0,4,9,0.03,0.02,0.93,0.09,normal
0.373,tcp,http,SF,303,5561,0,0,0,0,0,0,12,10,0.02,0.0,0.89,0.14,normal
5.89,tcp,telnet,SF,219,244,0,0,2,4,0,0,4,5,0.0,0.0,1.0,0.0,R2L
0.939,tcp,dns,SF,226,7450,0,0,0,0,0,0,5,2,0.03,0.04,0.9,0.08,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,227,12,0.87,0.08,0.05,0.13,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,350,23,0.94,0.1,0.16,0.14,DoS
1.127,tcp,dns,SF,235,935,0,0,0,0,0,0,5,5,0.03,0.03,0.95,0.01,normal
0.726,tcp,http,SF,1283,8060,0,0,0,0,0,0,3,7,0.02,0.01,0.94,0.03,normal
0.976,tcp,http,SF,351,6222,0,0,0,0,0,0,12,9,0.04,0.03,0.87,0.08,normal
0.03,icmp,telnet,RSTO,82,0,0,0,0,0,0,0,166,4,0.17,0.75,0.03,0.91,Probe
1.139,tcp,dns,SF,1675,7357,0,0,0,0,0,0,9,4,0.02,0.02,0.95,0.05,normal
0.055,tcp,http,SF,1653,7690,0,0,0,0,0,0,6,7,0.01,0.01,0.85,0.13,normal
22.19,tcp,telnet,SF,3620,3126,0,0,3,0,2,1,1,1,0.0,0.0,1.0,0.0,U2R
1.179,tcp,http,SF,1030,6000,0,0,0,0,0,0,12,10,0.02,0.04,0.93,0.14,normal
0.042,tcp,private,SF,9,0,0,0,0,0,0,0,135,2,0.16,0.68,0.08,0.92,Probe
0.023,icmp,http,RSTO,88,0,0,0,0,0,0,0,146,2,0.07,0.54,0.02,0.9,Probe
0.938,tcp,http,SF,180,5490,0,0,0,0,0,0,5,1,0.05,0.04,0.88,0.15,normal
0.316,tcp,http,SF,921,2572,0,0,0,0,0,0,5,8,0.01,0.02,0.94,0.14,normal
0.629,tcp,dns,SF,155,5573,0,0,0,0,0,0,2,8,0.05,0.03,0.98,0.01,normal
0.156,tcp,dns,SF,1339,6079,0,0,0,0,0,0,3,2,0.01,0.01,0.91,0.04,normal
11.09,tcp,ftp,SF,414,625,0,0,1,6,0,0,1,2,0.0,0.0,1.0,0.0,R2L
1.158,tcp,dns,SF,1601,722,0,0,0,0,0,0,3,8,0.01,0.02,0.97,0.07,normal
0.016,icmp,telnet,REJ,67,0,0,0,0,0,0,0,93,4,0.01,0.62,0.01,0.77,Probe
0.322,tcp,dns,SF,608,5469,0,0,0,0,0,0,7,6,0.01,0.04,0.94,0.09,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,359,23,0.95,0.02,0.17,0.15,DoS
0.006,tcp,private,REJ,75,0,0,0,0,0,0,0,146,1,0.19,0.65,0.07,0.86,Probe
0.192,tcp,http,SF,1658,4157,0,0,0,0,0,0,4,1,0.01,0.0,0.86,0.11,normal
1.0,tcp,smtp,SF,1261,8022,0,0,0,0,0,0,2,2,0.01,0.05,0.96,0.14,normal
0.007,tcp,eco_i,RSTO,97,0,0,0,0,0,0,0,203,3,0.02,0.7,0.08,0.93,Probe
1.126,tcp,smtp,SF,1304,7620,0,0,0,0,0,0,12,9,0.02,0.04,0.98,0.1,normal
0.165,tcp,http,SF,298,6837,0,0,0,0,0,0,10,1,0.0,0.02,0.99,0.14,normal
0.678,tcp,http,SF,1668,3889,0,0,0,0,0,0,10,8,0.01,0.0,0.91,0.12,normal
0.262,tcp,http,SF,1486,4462,0,0,0,0,0,0,9,4,0.0,0.04,0.95,0.1,normal
7.12,tcp,ftp,SF,137,469,0,0,1,6,0,0,3,4,0.0,0.0,1.0,0.0,R2L
0.219,tcp,dns,SF,237,6633,0,0,0,0,0,0,6,7,0.02,0.04,0.98,0.02,normal
0.028,icmp,http,SF,23,0,0,0,0,0,0,0,81,3,0.17,0.75,0.07,0.94,Probe
0.168,tcp,http,SF,1355,6812,0,0,0,0,0,0,4,8,0.03,0.02,0.86,0.13,normal
0.083,tcp,http,SF,1527,3692,0,0,0,0,0,0,3,5,0.02,0.0,0.98,0.12,normal
0.043,tcp,http,REJ,38,0,0,0,0,0,0,0,137,4,0.06,0.61,0.09,0.98,Probe
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,460,12,0.9,0.02,0.09,0.13,DoS
0.013,tcp,http,SF,531,6444,0,0,0,0,0,0,1,8,0.04,0.01,0.91,0.07,normal
0.094,tcp,smtp,SF,1033,5422,0,0,0,0,0,0,8,2,0.01,0.05,0.9,0.12,normal
0.032,tcp,private,SF,69,0,0,0,0,0,0,0,155,1,0.02,0.71,0.03,0.82,Probe
95.62,tcp,ssh,SF,3073,18797,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.0,normal
0.911,tcp,http,SF,1187,2096,0,0,0,0,0,0,3,9,0.01,0.04,0.93,0.04,normal
0.692,tcp,http,SF,1030,882,0,0,0,0,0,0,3,1,0.05,0.04,0.98,0.07,normal
0.011,tcp,eco_i,REJ,42,0,0,0,0,0,0,0,131,2,0.09,0.55,0.04,0.9,Probe
0.384,tcp,http,SF,686,5879,0,0,0,0,0,0,1,1,0.01,0.03,0.88,0.07,normal
12.65,tcp,ssh,SF,451,512,0,0,3,2,0,0,1,5,0.0,0.0,1.0,0.0,R2L
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,148,19,0.87,0.07,0.15,0.15,DoS
0.023,icmp,eco_i,REJ,73,0,0,0,0,0,0,0,175,1,0.02,0.54,0.06,0.96,Probe
0.979,tcp,http,SF,1451,2680,0,0,0,0,0,0,5,7,0.04,0.03,0.85,0.05,normal
0.881,tcp,http,SF,1008,870,0,0,0,0,0,0,10,5,0.03,0.01,0.97,0.08,normal
0.056,tcp,smtp,SF,392,8260,0,0,0,0,0,0,10,7,0.02,0.02,0.91,0.03,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,476,11,0.94,0.09,0.08,0.16,DoS
39.48,tcp,ssh,SF,11033,30658,0,0,0,0,0,0,2,3,0.0,0.0,1.0,0.0,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,255,22,0.89,0.04,0.19,0.19,DoS
0.046,tcp,eco_i,SF,18,0,0,0,0,0,0,0,92,4,0.12,0.74,0.01,0.99,Probe
22.01,tcp,telnet,SF,4336,7148,0,0,6,0,3,1,1,1,0.0,0.0,1.0,0.0,U2R
0.697,tcp,http,SF,1039,5019,0,0,0,0,0,0,2,4,0.04,0.02,0.94,0.0,normal
0.975,tcp,http,SF,922,3345,0,0,0,0,0,0,12,1,0.0,0.04,0.86,0.0,normal
0.713,tcp,http,SF,1373,5883,0,0,0,0,0,0,12,8,0.04,0.01,0.93,0.08,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,245,11,0.91,0.02,0.15,0.11,DoS
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,338,13,0.89,0.1,0.05,0.1,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,373,18,0.92,0.03,0.19,0.14,DoS
0.023,icmp,private,SF,31,0,0,0,0,0,0,0,168,1,0.12,0.82,0.08,0.88,Probe
1.187,tcp,dns,SF,1013,3059,0,0,0,0,0,0,7,4,0.03,0.01,0.93,0.14,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,383,22,0.9,0.07,0.12,0.05,DoS
0.04,icmp,eco_i,SF,60,0,0,0,0,0,0,0,81,3,0.12,0.73,0.07,0.67,Probe
0.359,tcp,smtp,SF,1253,2982,0,0,0,0,0,0,3,6,0.02,0.03,0.95,0.02,normal
0.486,tcp,dns,SF,1043,2915,0,0,0,0,0,0,1,7,0.01,0.02,0.99,0.09,normal
0.924,tcp,http,SF,784,606,0,0,0,0,0,0,1,8,0.02,0.0,0.86,0.06,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,477,18,0.86,0.07,0.16,0.1,DoS
0.005,icmp,private,SF,27,0,0,0,0,0,0,0,95,1,0.0,0.48,0.0,0.78,Probe
0.766,tcp,http,SF,783,7176,0,0,0,0,0,0,12,5,0.04,0.0,0.93,0.06,normal
0.157,tcp,dns,SF,1769,1874,0,0,0,0,0,0,9,4,0.03,0.04,0.92,0.05,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,400,9,0.88,0.08,0.11,0.13,DoS
0.768,tcp,dns,SF,601,420,0,0,0,0,0,0,5,9,0.04,0.02,1.0,0.07,normal
0.677,tcp,dns,SF,272,1361,0,0,0,0,0,0,3,3,0.0,0.01,0.92,0.03,normal
0.018,tcp,http,RSTO,80,0,0,0,0,0,0,0,197,4,0.02,0.77,0.01,0.9,Probe
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,407,23,0.99,0.09,0.06,0.08,DoS
14.57,tcp,ssh,SF,5517,27280,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
0.661,tcp,http,SF,1668,8000,0,0,0,0,0,0,8,7,0.03,0.03,0.99,0.06,normal
0.803,tcp,dns,SF,717,5512,0,0,0,0,0,0,11,4,0.0,0.01,1.0,0.05,normal
10.44,tcp,ftp,SF,263,200,0,0,1,5,0,0,5,1,0.0,0.0,1.0,0.0,R2L
0.443,tcp,smtp,SF,1244,6170,0,0,0,0,0,0,10,2,0.0,0.04,0.93,0.0,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,262,12,0.89,0.09,0.11,0.05,DoS
0.924,tcp,http,SF,1228,5275,0,0,0,0,0,0,5,7,0.01,0.02,0.97,0.02,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,443,3,0.94,0.04,0.08,0.09,DoS
0.013,icmp,http,SF,11,0,0,0,0,0,0,0,157,3,0.11,0.57,0.03,0.65,Probe
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,171,11,0.86,0.08,0.12,0.12,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,376,10,0.91,0.03,0.18,0.11,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,225,23,0.85,0.06,0.12,0.19,DoS
0.061,tcp,http,SF,1650,7947,0,0,0,0,0,0,3,3,0.02,0.02,0.9,0.05,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,242,8,0.9,0.0,0.14,0.13,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,284,7,0.92,0.01,0.1,0.2,DoS
0.349,tcp,http,SF,1312,7893,0,0,0,0,0,0,8,10,0.04,0.01,0.86,0.14,normal
0.613,tcp,http,SF,635,656,0,0,0,0,0,0,11,4,0.01,0.01,0.93,0.02,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,187,12,0.95,0.06,0.15,0.08,DoS
0.012,icmp,private,RSTO,10,0,0,0,0,0,0,0,211,2,0.1,0.46,0.04,0.88,Probe
0.041,icmp,telnet,REJ,0,0,0,0,0,0,0,0,169,1,0.03,0.82,0.07,0.99,Probe
0.574,tcp,http,SF,749,2938,0,0,0,0,0,0,10,3,0.03,0.01,0.85,0.11,normal
0.99,tcp,http,SF,718,7793,0,0,0,0,0,0,12,9,0.0,0.01,0.93,0.02,normal
0.273,tcp,dns,SF,1168,3632,0,0,0,0,0,0,6,2,0.0,0.03,0.99,0.1,normal
8.18,tcp,telnet,SF,225,438,0,0,2,2,0,0,1,4,0.0,0.0,1.0,0.0,R2L
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,316,9,0.93,0.01,0.06,0.1,DoS
0.395,tcp,http,SF,586,4620,0,0,0,0,0,0,8,3,0.0,0.01,0.92,0.07,normal
0.008,icmp,eco_i,RSTO,20,0,0,0,0,0,0,0,159,4,0.13,0.48,0.06,0.88,Probe
32.51,tcp,ssh,SF,11781,4304,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
0.045,tcp,smtp,SF,907,7709,0,0,0,0,0,0,12,9,0.04,0.01,0.99,0.02,normal
0.088,tcp,http,SF,224,5627,0,0,0,0,0,0,6,1,0.04,0.0,0.9,0.12,normal
79.37,tcp,ssh,SF,8068,24000,0,0,0,0,0,0,2,3,0.0,0.0,1.0,0.0,normal
11.96,tcp,ssh,SF,8622,30264,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
0.574,tcp,http,SF,1123,7157,0,0,0,0,0,0,5,9,0.03,0.02,0.89,0.13,normal
3.07,tcp,ssh,SF,477,682,0,0,4,2,0,0,5,4,0.0,0.0,1.0,0.0,R2L
0.062,tcp,http,SF,466,8343,0,0,0,0,0,0,1,1,0.04,0.02,0.87,0.13,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,315,5,0.97,0.01,0.19,0.1,DoS
0.001,tcp,private,REJ,2,0,0,0,0,0,0,0,210,2,0.11,0.79,0.05,0.81,Probe
0.018,tcp,telnet,RSTO,54,0,0,0,0,0,0,0,166,2,0.04,0.55,0.01,0.67,Probe
0.795,tcp,http,SF,1413,603,0,0,0,0,0,0,8,1,0.01,0.04,0.95,0.02,normal
0.257,tcp,http,SF,1218,2389,0,0,0,0,0,0,7,2,0.03,0.01,0.89,0.05,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,183,20,0.96,0.01,0.14,0.12,DoS
73.06,tcp,ssh,SF,11605,9968,0,0,0,0,0,0,1,1,0.0,0.0,1.0,0.0,normal
0.516,tcp,http,SF,1646,4614,0,0,0,0,0,0,6,5,0.05,0.02,0.99,0.07,normal
0.662,tcp,http,SF,770,1602,0,0,0,0,0,0,4,4,0.04,0.04,0.89,0.08,normal
1.034,tcp,http,SF,1601,7864,0,0,0,0,0,0,6,2,0.05,0.04,0.98,0.01,normal
35.98,tcp,ssh,SF,4503,18873,0,0,0,0,0,0,1,3,0.0,0.0,1.0,0.0,normal
1.14,tcp,dns,SF,1234,7551,0,0,0,0,0,0,12,9,0.04,0.03,1.0,0.14,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,212,25,0.97,0.08,0.08,0.09,DoS
1.047,tcp,http,SF,1576,5818,0,0,0,0,0,0,10,8,0.02,0.01,0.86,0.15,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,181,23,0.99,0.07,0.07,0.11,DoS
0.123,tcp,http,SF,898,7845,0,0,0,0,0,0,10,3,0.02,0.04,0.99,0.05,normal
1.05,tcp,ssh,SF,185,733,0,0,3,2,0,0,4,2,0.0,0.0,1.0,0.0,R2L
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,312,18,0.88,0.07,0.08,0.14,DoS
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,210,15,0.89,0.04,0.08,0.07,DoS
0.004,tcp,http,RSTO,36,0,0,0,0,0,0,0,169,2,0.15,0.43,0.04,0.99,Probe
17.56,tcp,telnet,SF,4411,9282,0,0,6,0,2,1,1,1,0.0,0.0,1.0,0.0,U2R
0.036,tcp,finger,REJ,58,0,0,0,0,0,0,0,159,3,0.2,0.71,0.05,0.94,Probe
0.011,icmp,http,SF,56,0,0,0,0,0,0,0,144,2,0.14,0.88,0.02,0.72,Probe
0.322,tcp,smtp,SF,1124,2684,0,0,0,0,0,0,4,3,0.03,0.03,0.92,0.08,normal
0.863,tcp,smtp,SF,783,2542,0,0,0,0,0,0,11,2,0.04,0.05,0.89,0.03,normal
0.206,tcp,http,SF,817,5660,0,0,0,0,0,0,5,4,0.05,0.05,0.94,0.12,normal
0.045,icmp,http,RSTO,10,0,0,0,0,0,0,0,212,2,0.19,0.6,0.02,0.92,Probe
0.091,tcp,http,SF,1576,5390,0,0,0,0,0,0,3,10,0.03,0.05,0.97,0.02,normal
66.75,tcp,ssh,SF,8349,14811,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
0.002,tcp,telnet,REJ,28,0,0,0,0,0,0,0,207,3,0.05,0.59,0.02,0.73,Probe
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,434,25,0.95,0.05,0.09,0.13,DoS
0.202,tcp,smtp,SF,1497,4820,0,0,0,0,0,0,5,3,0.04,0.01,0.88,0.05,normal
0.163,tcp,http,SF,1328,4850,0,0,0,0,0,0,9,3,0.02,0.03,1.0,0.11,normal
0.54,tcp,http,SF,970,583,0,0,0,0,0,0,12,9,0.03,0.05,0.94,0.03,normal
1.009,tcp,dns,SF,404,7502,0,0,0,0,0,0,11,7,0.01,0.04,0.94,0.12,normal
0.339,tcp,http,SF,1174,5669,0,0,0,0,0,0,11,8,0.0,0.01,0.89,0.13,normal
0.844,tcp,http,SF,1261,6962,0,0,0,0,0,0,10,4,0.01,0.04,0.97,0.07,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,199,12,0.95,0.06,0.12,0.14,DoS
10.46,tcp,telnet,SF,171,330,0,0,1,6,0,0,5,3,0.0,0.0,1.0,0.0,R2L
11.42,tcp,ftp,SF,412,433,0,0,1,5,0,0,1,3,0.0,0.0,1.0,0.0,R2L
61.6,tcp,ssh,SF,2837,4214,0,0,0,0,0,0,2,1,0.0,0.0,1.0,0.0,normal
0.01,icmp,http,SF,19,0,0,0,0,0,0,0,108,3,0.17,0.63,0.1,0.78,Probe
0.904,tcp,http,SF,521,5636,0,0,0,0,0,0,1,8,0.01,0.02,0.92,0.04,normal
0.721,tcp,smtp,SF,954,7868,0,0,0,0,0,0,4,8,0.02,0.03,0.91,0.06,normal
0.042,icmp,http,SF,74,0,0,0,0,0,0,0,202,2,0.15,0.45,0.06,0.92,Probe
0.781,tcp,http,SF,551,4771,0,0,0,0,0,0,12,4,0.01,0.01,0.98,0.04,normal
0.331,tcp,smtp,SF,1155,7192,0,0,0,0,0,0,11,1,0.0,0.02,0.89,0.14,normal
0.032,icmp,http,SF,27,0,0,0,0,0,0,0,208,3,0.18,0.59,0.04,0.73,Probe
0.049,tcp,private,REJ,62,0,0,0,0,0,0,0,214,4,0.02,0.54,0.03,0.98,Probe
0.843,tcp,smtp,SF,513,3505,0,0,0,0,0,0,2,3,0.01,0.04,0.99,0.02,normal
0.019,tcp,private,RSTO,33,0,0,0,0,0,0,0,106,3,0.03,0.93,0.07,0.94,Probe
1.096,tcp,dns,SF,1312,6584,0,0,0,0,0,0,7,6,0.03,0.05,0.99,0.12,normal
0.0,tcp,private,S0,0,0,0,0,0,0,0,0,172,4,0.93,0.04,0.07,0.15,DoS
1.105,tcp,dns,SF,1795,3083,0,0,0,0,0,0,6,9,0.05,0.04,0.99,0.11,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,470,25,1.0,0.01,0.13,0.15,DoS
0.137,tcp,http,SF,872,5954,0,0,0,0,0,0,11,2,0.02,0.03,1.0,0.07,normal
1.058,tcp,smtp,SF,1173,5555,0,0,0,0,0,0,12,9,0.01,0.05,0.87,0.02,normal
0.0,tcp,private,REJ,0,0,0,0,0,0,0,0,178,18,0.95,0.06,0.08,0.17,DoS
0.307,tcp,smtp,SF,1657,3508,0,0,0,0,0,0,8,8,0.01,0.02,0.88,0.0,normal
0.661,tcp,http,SF,659,6913,0,0,0,0,0,0,12,5,0.03,0.05,0.9,0.02,normal
0.035,icmp,finger,SF,16,0,0,0,0,0,0,0,150,4,0.06,0.56,0.01,0.72,Probe
84.21,tcp,ssh,SF,6546,17702,0,0,0,0,0,0,2,3,0.0,0.0,1.0,0.0,normal
0.033,tcp,http,SF,1071,1937,0,0,0,0,0,0,6,1,0.03,0.02,0.93,0.07,normal
